GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
dubbo-demo-xml-provider/dubbo-configcenter-zookeeper,org.apache.dubbo.configcenter.support.zookeeper,ZookeeperDynamicConfiguration,149,0,2,0,24,0,7,0,6,0
dubbo-demo-xml-provider/dubbo-metadata-report-zookeeper,org.apache.dubbo.metadata.store.zookeeper,ZookeeperMetadataReportFactory,14,0,0,0,4,0,3,0,3,0
dubbo-demo-xml-provider/dubbo-metadata-report-zookeeper,org.apache.dubbo.metadata.store.zookeeper,ZookeeperMetadataReport,91,0,6,0,20,0,10,0,7,0
dubbo-demo-xml-provider/dubbo-metadata-report-redis,org.apache.dubbo.metadata.store.redis,RedisMetadataReport,94,0,0,0,16,0,5,0,5,0
dubbo-demo-xml-provider/dubbo-metadata-report-redis,org.apache.dubbo.metadata.store.redis,RedisMetadataReportFactory,8,0,0,0,2,0,2,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.protocol,QosProtocolWrapper,130,0,12,0,39,0,14,0,8,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command.util,CommandHelper,65,0,6,0,17,0,7,0,4,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.textui,TKv,134,0,6,0,24,0,8,0,5,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.textui,TTree,172,0,14,0,34,0,16,0,9,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.textui,TTable,721,0,105,0,140,0,69,0,16,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.textui,TTable.Border,62,0,6,0,13,0,9,0,6,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.textui,TTree.new TTree.Callback() {...},136,0,16,0,26,0,10,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.textui,TTable.ColumnDefine,70,0,4,0,22,0,9,0,7,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.textui,TTree.Node,55,0,2,0,16,0,7,0,6,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.textui,TTable.Align,34,0,0,0,4,0,1,0,1,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.textui,TLadder,60,0,4,0,19,0,5,0,3,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.server,DubboLogo,25,0,0,0,6,0,2,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.server,Server,164,0,6,0,41,0,15,0,12,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.server,Server.new ChannelInitializer() {...},25,0,0,0,3,0,2,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command.impl,Online,86,0,12,0,24,0,8,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command.impl,Quit,5,0,0,0,2,0,2,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command.impl,Help,196,0,14,0,26,0,12,0,5,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command.impl,Ls,195,0,6,0,25,0,7,0,4,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command.impl,Help.new Comparator() {...},24,0,0,0,4,0,2,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command.impl,Offline,88,0,14,0,24,0,9,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command.decoder,TelnetCommandDecoder,44,0,4,0,11,0,4,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command.decoder,HttpCommandDecoder,139,0,18,0,34,0,11,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.server.handler,HttpProcessHandler,178,0,2,0,40,0,7,0,6,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.server.handler,QosProcessHandler.new Runnable() {...},30,0,2,0,5,0,3,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.server.handler,LocalHostPermitHandler,27,0,4,0,9,0,4,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.server.handler,QosProcessHandler,188,0,14,0,30,0,12,0,5,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.server.handler,TelnetProcessHandler,117,0,4,0,22,0,6,0,4,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command,NoSuchCommandException,11,0,0,0,2,0,1,0,1,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command,DefaultCommandExecutor,28,0,2,0,8,0,3,0,2,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command,CommandContext,53,0,0,0,23,0,12,0,12,0
dubbo-demo-xml-provider/dubbo-qos,org.apache.dubbo.qos.command,CommandContextFactory,15,0,0,0,3,0,3,0,3,0
